GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG 
72101,671753253,1714917,259.365,0.662,35.245352,-91.161529 
72102,131037778,387176,50.594,0.149,35.147155,-91.830017 
72103,79660701,439229,30.757,0.170,34.590486,-92.390045 
72104,822805200,5147024,317.687,1.987,34.342042,-92.821803 
72106,118839075,17456101,45.884,6.740,34.973989,-92.526078 
72107,30273726,775585,11.689,0.299,35.141820,-92.536244 
72108,25347133,123136,9.787,0.048,34.687786,-91.066022 
72110,321358027,20967589,124.077,8.096,35.156524,-92.781355 
72111,151703779,54020,58.573,0.021,35.238551,-92.131305 
72112,850471967,14770958,328.369,5.703,35.580917,-91.229715 
72113,67845718,4618792,26.195,1.783,34.859573,-92.397599 
72114,20758121,2874617,8.015,1.110,34.764902,-92.260348 
72116,17266432,513529,6.667,0.198,34.800258,-92.245317 
72117,143530807,14684843,55.418,5.670,34.769847,-92.145485 
72118,74479480,4236710,28.757,1.636,34.840468,-92.326035 
72119,784998,0,0.303,0.000,34.833991,-92.292194 
72120,129982659,1174964,50.187,0.454,34.902228,-92.240817 
72121,185090180,0,71.464,0.000,35.455321,-91.786140 
72122,269989502,4778990,104.244,1.845,34.777889,-92.808354 
72123,2279318,0,0.880,0.000,35.258759,-91.235387 
72125,56139523,1803161,21.676,0.696,35.066192,-92.790669 
72126,525867064,8111478,203.038,3.132,34.942765,-92.916204 
72127,137484460,3524534,53.083,1.361,35.173113,-92.606038 
72128,58281611,113746,22.503,0.044,34.313077,-92.621441 
72129,124225501,178617,47.964,0.069,34.325635,-92.542736 
72130,84477601,1212454,32.617,0.468,35.661399,-92.056438 
72131,338228295,17321296,130.591,6.688,35.416053,-92.189540 
72132,157664878,4709447,60.875,1.818,34.446255,-92.204770 
72134,125614933,3881077,48.500,1.498,34.617770,-91.350611 
72135,183750686,35994535,70.947,13.898,34.877841,-92.540100 
72136,132623805,444965,51.206,0.172,35.239530,-92.000438 
72137,176619780,114137,68.193,0.044,35.336271,-92.042179 
72139,1072959,0,0.414,0.000,35.361003,-91.507798 
72140,49569650,769599,19.139,0.297,34.362455,-91.167189 
72141,216713459,923237,83.674,0.356,35.513306,-92.672187 
72142,269470479,18455738,104.043,7.126,34.697279,-92.043838 
72143,789051051,5955821,304.654,2.300,35.232983,-91.736474 
72149,29644,0,0.011,0.000,35.249093,-91.726214 
72150,760050157,1178478,293.457,0.455,34.313340,-92.394058 
72152,190219104,8571690,73.444,3.310,34.356114,-91.979332 
72153,220256868,8293714,85.042,3.202,35.646118,-92.326280 
72156,66422870,824910,25.646,0.318,35.281036,-92.685033 
72157,132346222,30169,51.099,0.012,35.271247,-92.556658 
72160,870375280,48798409,336.054,18.841,34.427743,-91.528699 
72165,13095363,0,5.056,0.000,35.575447,-91.457962 
72166,263907790,20219271,101.895,7.807,34.069097,-91.221874 
72167,116090322,68966,44.823,0.027,34.417804,-92.647499 
72168,117047153,2317136,45.192,0.895,34.440061,-91.971787 
72169,29698053,0,11.466,0.000,35.396491,-91.226565 
72170,24009699,160824,9.270,0.062,34.586000,-91.417505 
72173,248213339,593019,95.836,0.229,35.100101,-92.211144 
72175,118165260,2546195,45.624,0.983,34.336715,-91.764040 
72176,205432651,564557,79.318,0.218,35.002357,-91.835241 
72179,60550794,0,23.379,0.000,35.503585,-91.855553 
72181,3260529,0,1.259,0.000,35.162396,-92.445162 
72201,3158921,290244,1.220,0.112,34.746905,-92.280049 
72202,22266189,3756714,8.597,1.450,34.730566,-92.233004 
72204,40037167,579107,15.458,0.224,34.717572,-92.358332 
72205,20254414,88174,7.820,0.034,34.750326,-92.351206 
72206,295201733,15676879,113.978,6.053,34.632811,-92.234961 
72207,7911501,2694,3.055,0.001,34.773531,-92.346499 
72209,42685875,895347,16.481,0.346,34.676378,-92.345074 
72210,130973272,1616150,50.569,0.624,34.713900,-92.508450 
72211,19508300,152462,7.532,0.059,34.750556,-92.417622 
72212,17127735,97682,6.613,0.038,34.785888,-92.415028 
72223,153435402,6696550,59.242,2.586,34.788983,-92.511587 
72227,9766515,524335,3.771,0.202,34.775283,-92.374573 
72301,48923376,206183,18.889,0.080,35.144685,-90.189236 
72311,2644955,0,1.021,0.000,34.723828,-90.891487 
72315,652361106,22578608,251.878,8.718,35.902669,-89.903375 
72320,137680760,12900368,53.159,4.981,34.824331,-90.524725 
72321,3583117,0,1.383,0.000,35.815937,-89.944659 
72322,5036082,0,1.944,0.000,35.064937,-90.822096 
72324,327398811,722676,126.409,0.279,35.390418,-90.786566 
72325,14610591,0,5.641,0.000,35.322095,-90.245960 
72326,215568966,1526121,83.232,0.589,35.116264,-90.907852 
72327,264222222,1440639,102.017,0.556,35.232947,-90.333792 
72328,140045575,2322931,54.072,0.897,33.985984,-91.091162 
72329,35513998,0,13.712,0.000,35.614569,-89.988071 
72330,106289078,0,41.038,0.000,35.587792,-90.210309 
72331,370441869,2184647,143.028,0.843,35.281034,-90.466305 
72332,172174,0,0.066,0.000,35.101950,-90.308837 
72333,160909662,10238387,62.128,3.953,34.302008,-90.866645 
72335,412804794,7240189,159.385,2.795,34.994363,-90.745986 
72338,74370536,6004104,28.715,2.318,35.400755,-90.154420 
72339,18493082,0,7.140,0.000,35.422010,-90.268106 
72340,21027798,90931,8.119,0.035,34.939320,-91.027828 
72341,52469515,77513,20.259,0.030,34.878390,-90.769095 
72342,231316941,10549055,89.312,4.073,34.448956,-90.684489 
72346,212582715,1212079,82.079,0.468,35.082326,-90.484490 
72347,245092650,79863,94.631,0.031,35.377743,-91.014418 
72348,424935802,38298295,164.069,14.787,34.941764,-90.417886 
72350,200652152,2952974,77.472,1.140,35.499753,-90.129287 
72351,16946847,0,6.543,0.000,35.673714,-90.096400 
72353,84112126,2452644,32.476,0.947,34.300515,-91.007283 
72354,130474056,50183,50.376,0.019,35.618861,-90.319300 
72355,270335931,70771,104.377,0.027,34.474201,-90.797703 
72358,152999685,5221587,59.074,2.016,35.792094,-89.892431 
72359,5464093,162731,2.110,0.063,35.026355,-90.722129 
72360,840246532,17964199,324.421,6.936,34.750302,-90.780771 
72364,189100290,4993992,73.012,1.928,35.217536,-90.189224 
72365,132650611,1464172,51.217,0.565,35.520937,-90.450084 
72366,378885612,318937,146.289,0.123,34.518108,-90.960860 
72367,180229127,20534061,69.587,7.928,34.197327,-90.943901 
72368,366546705,1575796,141.524,0.608,34.810402,-91.023371 
72370,293537587,382190,113.336,0.148,35.705390,-90.204382 
72372,326694674,367194,126.138,0.142,34.967590,-90.950562 
72373,291878935,6228340,112.695,2.405,35.308676,-90.594228 
72374,108676640,168480,41.960,0.065,34.566337,-90.833499 
72376,222034374,8535883,85.728,3.296,35.087232,-90.299750 
72377,2003011,37946,0.773,0.015,35.692827,-90.335972 
72379,225695519,38723724,87.142,14.951,34.054780,-91.041036 
72383,13303546,0,5.137,0.000,34.491057,-91.039625 
72384,239439843,8599023,92.448,3.320,35.375795,-90.219489 
72386,303148261,2163052,117.046,0.835,35.450240,-90.365989 
72389,147341523,278791,56.889,0.108,34.371344,-90.912075 
72390,95095358,1103315,36.717,0.426,34.551045,-90.679410 
72392,121752033,1326237,47.009,0.512,34.965598,-91.100606 
72394,213334776,4666530,82.369,1.802,35.060030,-90.614018 
72395,62339625,16075,24.069,0.006,35.593090,-90.081246 
72396,693372801,7878589,267.713,3.042,35.230088,-90.822532 
72401,303657803,3133770,117.243,1.210,35.886344,-90.656774 
72404,326394230,1502524,126.022,0.580,35.773862,-90.778838 
72410,179917764,2017260,69.467,0.779,35.947477,-91.097645 
72411,99425752,150242,38.388,0.058,35.745090,-90.575507 
72412,162476201,0,62.732,0.000,36.124167,-90.694379 
72413,97063766,2120879,37.477,0.819,36.301830,-90.822219 
72414,44735491,926158,17.272,0.358,35.824609,-90.374049 
72415,98501202,1407715,38.032,0.544,36.126668,-91.175013 
72416,240722171,672761,92.943,0.260,35.963977,-90.795721 
72417,118485045,329023,45.747,0.127,35.916276,-90.539526 
72419,131810318,1126972,50.892,0.435,35.749599,-90.353550 
72421,196800450,1409125,75.985,0.544,35.785321,-90.971951 
72422,454081324,1448698,175.322,0.559,36.424558,-90.519488 
72424,3542638,0,1.368,0.000,36.390527,-90.736363 
72425,180599201,301777,69.730,0.117,36.215265,-90.739215 
72426,2309485,13022,0.892,0.005,35.868207,-90.041639 
72427,40195706,0,15.520,0.000,35.867051,-90.935662 
72428,16359234,0,6.316,0.000,35.739351,-90.224596 
72429,199393776,2995,76.986,0.001,35.506079,-90.928396 
72430,68340652,0,26.386,0.000,36.334529,-90.171274 
72431,15755832,162042,6.083,0.063,35.632571,-91.079409 
72432,410977008,2546650,158.679,0.983,35.552690,-90.720042 
72433,145027251,1420833,55.995,0.549,36.025741,-91.047639 
72434,220742318,439652,85.229,0.170,36.217536,-91.156352 
72435,189064002,1121364,72.998,0.433,36.315759,-90.579100 
72436,75353342,128433,29.094,0.050,36.239729,-90.479990 
72437,275863208,5516345,106.511,2.130,35.848040,-90.458558 
72438,144503155,663,55.793,0.000,35.949108,-90.217756 
72440,15431259,0,5.958,0.000,36.005556,-91.227055 
72441,672242,0,0.260,0.000,36.436953,-90.385317 
72442,291332276,129239,112.484,0.050,35.818572,-90.186693 
72443,151626913,80349,58.543,0.031,36.175770,-90.411414 
72444,249325207,1300131,96.265,0.502,36.428649,-90.852789 
72445,1165465,0,0.450,0.000,35.976503,-91.026627 
72447,144693812,747786,55.867,0.289,35.908913,-90.328424 
72449,7428042,0,2.868,0.000,36.177465,-90.819634 
72450,743359355,2853469,287.013,1.102,36.079547,-90.516440 
72453,72280293,0,27.908,0.000,36.294577,-90.707988 
72454,263513614,775633,101.743,0.299,36.406767,-90.202572 
72455,734163571,5003811,283.462,1.932,36.319648,-91.029167 
72456,119954377,281989,46.315,0.109,36.447254,-90.338356 
72457,509280,0,0.197,0.000,36.088891,-91.068221 
72458,67507679,3210916,26.065,1.240,36.072601,-91.158549 
72459,257543156,668377,99.438,0.258,36.292523,-91.292989 
72460,154789528,87838,59.765,0.034,36.349823,-91.169303 
72461,469633574,585893,181.327,0.226,36.266147,-90.285219 
72462,15626278,883800,6.033,0.341,36.389116,-90.759335 
72464,334543,0,0.129,0.000,36.457748,-90.144108 
72466,319497641,691993,123.359,0.267,36.053793,-91.330727 
72467,86368,0,0.033,0.000,35.841039,-90.675602 
72469,199089377,2517982,76.869,0.972,35.951825,-91.289073 
72470,87247670,936206,33.687,0.361,36.474682,-90.692281 
72471,217642858,1835642,84.032,0.709,35.827874,-91.110148 
72472,456103401,3416730,176.103,1.319,35.596453,-90.534179 
72473,149629792,353963,57.772,0.137,35.738276,-91.171315 
72476,517107760,871555,199.656,0.337,36.049514,-90.919912 
72478,132201988,138812,51.043,0.054,36.447875,-91.058981 
72479,508062589,5680951,196.164,2.193,35.633662,-90.905465 
72482,177982440,1039433,68.719,0.401,36.277559,-91.367518 
72501,786124905,9109745,303.525,3.517,35.791171,-91.653381 
72512,56621099,3335528,21.862,1.288,36.220421,-91.746312 
72513,244302229,37634,94.326,0.015,36.226285,-91.658306 
72515,25279046,0,9.760,0.000,36.276377,-92.056433 
72517,88765661,0,34.273,0.000,36.132311,-91.973274 
72519,385392790,9923407,148.801,3.831,36.134123,-92.180309 
72520,66048375,0,25.501,0.000,36.390900,-91.720193 
72521,325250402,291689,125.580,0.113,35.949672,-91.541118 
72522,15222585,0,5.877,0.000,35.810886,-91.470428 
72523,103326377,52974,39.895,0.020,35.627793,-91.844656 
72524,145284120,2155270,56.095,0.832,35.840215,-91.311438 
72526,14372602,0,5.549,0.000,35.883198,-91.779304 
72527,10272408,0,3.966,0.000,35.739859,-91.684984 
72528,10355513,0,3.998,0.000,36.227487,-92.138311 
72529,50788967,2271456,19.610,0.877,36.291822,-91.564287 
72530,289309218,17060938,111.703,6.587,35.603972,-91.944791 
72531,148299698,18700972,57.259,7.220,36.330230,-92.139824 
72532,268683274,173101,103.739,0.067,36.103956,-91.600598 
72533,111335847,18333,42.987,0.007,35.978455,-92.247016 
72534,160150901,40278,61.835,0.016,35.601037,-91.744389 
72536,65783790,4898,25.399,0.002,36.144167,-91.768292 
72537,74224668,11256338,28.658,4.346,36.446131,-92.222556 
72538,120572298,1148,46.553,0.000,36.445567,-92.100292 
72539,42761056,0,16.510,0.000,36.332140,-91.711144 
72540,48005244,796303,18.535,0.307,35.919397,-91.909992 
72542,410809202,2227682,158.614,0.860,36.300403,-91.465978 
72543,293493540,19924551,113.318,7.693,35.450539,-91.987292 
72544,71504732,8711187,27.608,3.363,36.403646,-92.189682 
72546,10084103,0,3.893,0.000,35.578928,-91.941038 
72550,119220224,1628801,46.031,0.629,35.710126,-91.783974 
72553,907801,0,0.351,0.000,35.700507,-91.480822 
72554,399256714,918407,154.154,0.355,36.438698,-91.562211 
72555,34621841,1104147,13.368,0.426,35.781440,-91.875264 
72556,398113335,1261499,153.712,0.487,36.013879,-91.970010 
72560,844435389,5640150,326.038,2.178,35.851011,-92.094066 
72561,132353022,283490,51.102,0.109,35.949063,-91.807728 
72562,213712296,4147000,82.515,1.601,35.735469,-91.401119 
72564,76344950,682040,29.477,0.263,35.595880,-91.456611 
72565,99114022,28963,38.268,0.011,36.217416,-91.912766 
72566,121761982,0,47.013,0.000,36.216760,-92.078015 
72567,29964606,0,11.569,0.000,35.814566,-91.925950 
72568,120582722,0,46.557,0.000,35.569396,-91.624998 
72569,107751625,0,41.603,0.000,36.146178,-91.399363 
72571,47808746,427669,18.459,0.165,35.641682,-91.551195 
72572,36805816,0,14.211,0.000,35.899142,-91.291045 
72573,38188301,69493,14.745,0.027,36.076165,-91.797364 
72576,413971992,298775,159.835,0.115,36.348523,-91.856028 
72577,109113175,0,42.129,0.000,36.027133,-91.713924 
72578,55444471,0,21.407,0.000,36.453153,-91.886354 
72579,97667692,56888,37.710,0.022,35.848823,-91.449194 
72581,28580564,3642710,11.035,1.406,35.550956,-91.989244 
72583,256530819,420865,99.047,0.162,36.414777,-91.994110 
72584,82317552,0,31.783,0.000,36.140997,-91.843699 
72585,58228846,0,22.482,0.000,36.183223,-92.008137 
72587,27004648,0,10.427,0.000,36.225589,-91.816758 
72601,956351935,1584789,369.250,0.612,36.238037,-93.085949 
72611,197549965,526283,76.274,0.203,36.244796,-93.330718 
72616,543241594,482152,209.747,0.186,36.329139,-93.551929 
72617,97635859,54380,37.697,0.021,36.022951,-92.390633 
72619,12029476,5589060,4.645,2.158,36.373570,-92.591504 
72623,65096922,7514838,25.134,2.901,36.447646,-92.320790 
72624,176232295,214635,68.044,0.083,36.057715,-93.381785 
72626,14608234,1227851,5.640,0.474,36.322178,-92.551463 
72628,292392992,308484,112.894,0.119,35.839875,-93.281762 
72629,113163926,310863,43.693,0.120,35.738502,-92.566795 
72630,2200155,4659273,0.849,1.799,36.478794,-92.904907 
72631,123617551,10185547,47.729,3.933,36.467606,-93.834419 
72632,257085717,9222469,99.261,3.561,36.373213,-93.743893 
72633,244819498,54547,94.525,0.021,36.128875,-92.872765 
72634,332289576,7385134,128.298,2.851,36.203533,-92.526143 
72635,75542191,566548,29.167,0.219,36.318364,-92.513841 
72636,767929,45532,0.296,0.018,35.989702,-92.716224 
72638,486013460,786261,187.651,0.304,36.322765,-93.404544 
72639,165317991,335855,63.830,0.130,36.015321,-92.480229 
72640,57584751,377517,22.234,0.146,36.002794,-93.059430 
72641,356687295,1944654,137.718,0.751,35.986549,-93.243741 
72642,22202910,4226592,8.573,1.632,36.375735,-92.540276 
72644,221984835,15990619,85.709,6.174,36.433123,-92.992763 
72645,446409049,1016732,172.360,0.393,35.804138,-92.575385 
72648,115712684,595932,44.677,0.230,36.087809,-93.162053 
72650,694849528,1612631,268.283,0.623,35.884317,-92.701437 
72651,19129605,27118,7.386,0.010,36.388396,-92.482359 
72653,574499996,27844378,221.816,10.751,36.342381,-92.385430 
72655,245415512,675822,94.755,0.261,35.900720,-93.016516 
72658,193122603,3477171,74.565,1.343,36.159705,-92.327173 
72660,44447788,2003951,17.161,0.774,36.478646,-93.377872 
72661,66630436,18808553,25.726,7.262,36.437505,-92.578701 
72662,304070957,2677145,117.402,1.034,36.431043,-93.180824 
72663,58751973,0,22.684,0.000,35.937773,-92.327794 
72666,46372592,206629,17.905,0.080,35.942261,-93.265385 
72668,72472293,12040717,27.982,4.649,36.446662,-92.783079 
72669,4433958,0,1.712,0.000,36.064963,-92.876157 
72670,43637022,277880,16.848,0.107,35.981749,-93.387917 
72672,18198854,73348,7.027,0.028,36.287894,-92.844305 
72675,447373384,3300477,172.732,1.274,36.000216,-92.800216 
72677,2190186,1095,0.846,0.000,36.252587,-92.685240 
72679,18212371,35452,7.032,0.014,35.730057,-92.832143 
72680,96465220,20957,37.245,0.008,35.887327,-92.329526 
72682,37200775,5965,14.363,0.002,36.137542,-92.741396 
72683,26664482,184715,10.295,0.071,35.923130,-93.102771 
72685,132548604,252188,51.177,0.097,36.064122,-92.985530 
72686,74200308,135291,28.649,0.052,35.780294,-92.843531 
72687,724155158,31626950,279.598,12.211,36.262184,-92.706299 
72701,327800138,4736826,126.564,1.829,35.992387,-94.085584 
72703,115741097,2982122,44.688,1.151,36.118332,-94.043243 
72704,196937698,1540811,76.038,0.595,36.105647,-94.296500 
72712,259030586,1477182,100.012,0.570,36.346567,-94.256280 
72714,49080091,869108,18.950,0.336,36.467350,-94.222151 
72715,74060307,3211136,28.595,1.240,36.467146,-94.304915 
72717,115603007,451525,44.635,0.174,35.835094,-94.408423 
72718,16861500,118747,6.510,0.046,36.268427,-94.219488 
72719,22038565,44733,8.509,0.017,36.367161,-94.295087 
72721,114932460,132771,44.376,0.051,35.798415,-93.825719 
72722,109731204,244731,42.367,0.094,36.343769,-94.469944 
72727,402532918,1828605,155.419,0.706,35.923747,-93.927682 
72729,31686589,102685,12.234,0.040,35.771526,-94.456211 
72730,53613604,270490,20.700,0.104,36.030477,-94.268676 
72732,220483431,32886866,85.129,12.698,36.432516,-93.959444 
72734,211267904,2849559,81.571,1.100,36.270250,-94.451058 
72736,229570687,29926,88.638,0.012,36.413616,-94.465023 
72738,221015576,1203877,85.335,0.465,36.155770,-93.886848 
72739,13334918,949,5.149,0.000,36.426746,-94.328797 
72740,955707485,4174331,369.001,1.612,36.104648,-93.655397 
72742,194491955,446784,75.094,0.173,35.963804,-93.501240 
72744,204652734,1617685,79.017,0.625,35.962580,-94.435365 
72745,85454335,5677564,32.994,2.192,36.246524,-94.102609 
72747,14459764,0,5.583,0.000,36.368630,-94.582789 
72749,3410845,17904,1.317,0.007,35.868416,-94.437597 
72751,64331733,13847,24.839,0.005,36.462735,-94.114406 
72752,308838634,457778,119.243,0.177,35.817589,-93.590342 
72753,231942844,2160944,89.554,0.834,35.933889,-94.331072 
72756,360859992,40259868,139.329,15.544,36.322980,-93.975959 
72758,78745708,3232413,30.404,1.248,36.299665,-94.137210 
72760,90686262,131162,35.014,0.051,35.840520,-93.702256 
72761,295392675,2796705,114.052,1.080,36.168814,-94.454856 
72762,155098021,1722615,59.884,0.665,36.181650,-94.230680 
72764,161319143,7322891,62.286,2.827,36.175681,-94.060222 
72768,97617376,29350,37.690,0.011,36.478322,-94.498595 
72769,105398785,643234,40.695,0.248,36.035857,-94.495898 
72773,80232484,307427,30.978,0.119,36.022252,-93.835973 
72774,302551698,1602730,116.816,0.619,35.948327,-94.147185 
72776,159082364,352180,61.422,0.136,35.921488,-93.649644 
72801,21062917,0,8.132,0.000,35.279126,-93.140877 
72802,348514932,18932140,134.562,7.310,35.318940,-93.081593 
72821,95074683,2453729,36.709,0.947,35.434935,-93.717371 
72823,304813784,11217287,117.689,4.331,35.251217,-92.905571 
72824,209136269,1410593,80.748,0.545,35.132996,-93.412111 
72826,778210,1650,0.300,0.001,35.119440,-93.708890 
72827,101044786,472466,39.014,0.182,34.871709,-93.625647 
72828,53654388,519870,20.716,0.201,34.930718,-93.534996 
72830,340171677,14799746,131.341,5.714,35.509167,-93.515619 
72832,21361261,3407320,8.248,1.316,35.414740,-93.670516 
72833,468156923,3607599,180.756,1.393,35.021703,-93.472595 
72834,403961218,22680012,155.970,8.757,35.168824,-93.183821 
72835,132984181,7439141,51.345,2.872,35.277805,-93.346311 
72837,603825599,1218782,233.138,0.471,35.503672,-93.109424 
72838,47912503,378878,18.499,0.146,34.910749,-93.679045 
72839,386563881,1384869,149.253,0.535,35.629695,-93.244275 
72840,135512006,6722860,52.321,2.596,35.458090,-93.615427 
72841,133419597,876352,51.514,0.338,34.837334,-93.800571 
72842,243939062,5871703,94.185,2.267,35.082360,-93.617487 
72843,548367273,375494,211.726,0.145,35.599930,-92.937520 
72845,29919810,21378415,11.552,8.254,35.361650,-93.377876 
72846,249335210,8302945,96.269,3.206,35.483900,-93.326796 
72847,112290650,16331375,43.356,6.306,35.377533,-93.273453 
72851,120580092,2897098,46.556,1.119,35.255427,-93.438111 
72852,219468241,247440,84.737,0.096,35.668768,-93.553758 
72853,156756058,1072677,60.524,0.414,35.016833,-93.202344 
72854,373729050,411886,144.298,0.159,35.718188,-93.423184 
72855,468233757,3334016,180.786,1.287,35.258968,-93.683862 
72856,335949699,215438,129.711,0.083,35.790270,-93.089516 
72857,843275301,12266031,325.590,4.736,34.862186,-93.324090 
72858,65075834,2398351,25.126,0.926,35.240245,-93.044400 
72860,91628854,495054,35.378,0.191,34.965767,-93.445860 
72863,134251091,28079637,51.835,10.842,35.369401,-93.511253 
72865,72543219,405820,28.009,0.157,35.311129,-93.577173 
72901,22690225,1359600,8.761,0.525,35.366187,-94.416458 
72903,43397036,3464785,16.756,1.338,35.350978,-94.361247 
72904,33982382,4657031,13.121,1.798,35.413340,-94.382352 
72908,20998838,115359,8.108,0.045,35.309004,-94.407401 
72916,89710928,711392,34.638,0.275,35.260717,-94.390182 
72921,222203321,6055088,85.793,2.338,35.477101,-94.196225 
72923,19407215,428662,7.493,0.166,35.315617,-94.309073 
72926,214769170,1209158,82.923,0.467,34.732436,-94.036964 
72927,803869866,9119017,310.376,3.521,35.080054,-93.939867 
72928,60514177,157801,23.365,0.061,35.291336,-93.930613 
72930,74350366,4123904,28.707,1.592,35.429286,-93.958826 
72932,48588981,0,18.760,0.000,35.604233,-94.377392 
72933,295420838,1572425,114.063,0.607,35.328642,-94.013024 
72934,178350763,19940,68.862,0.008,35.686804,-94.284335 
72935,8479480,0,3.274,0.000,35.491332,-94.126481 
72936,227727178,2680099,87.926,1.035,35.189720,-94.218510 
72937,167447959,2855446,64.652,1.102,35.134729,-94.391456 
72938,129925512,788681,50.165,0.305,35.004124,-94.377824 
72940,114269689,1246860,44.120,0.481,35.122069,-94.259293 
72941,139305993,11161396,53.786,4.309,35.367917,-94.156308 
72943,255685580,6781454,98.721,2.618,35.180144,-93.786949 
72944,204799486,1806007,79.074,0.697,35.024077,-94.234595 
72945,1831158,10155,0.707,0.004,35.087414,-94.347319 
72946,248853018,3044863,96.083,1.176,35.669540,-94.134989 
72947,328166066,6849432,126.706,2.645,35.572054,-94.028384 
72948,159642918,121018,61.638,0.047,35.702674,-94.392993 
72949,884205973,15699563,341.394,6.062,35.584277,-93.805165 
72950,349425103,1163402,134.914,0.449,34.776041,-93.888006 
72951,43283121,325436,16.712,0.126,35.327345,-93.872128 
72952,132392977,0,51.117,0.000,35.568767,-94.300450 
72955,32204965,510,12.434,0.000,35.614175,-94.437781 
72956,268198329,16749697,103.552,6.467,35.466398,-94.350075 
72958,900763839,9950961,347.787,3.842,34.903819,-94.137036 
72959,463111330,939599,178.808,0.363,35.790380,-94.071982 
73002,121133547,687936,46.770,0.266,34.939235,-97.728318 
73003,19553727,23950,7.550,0.009,35.668905,-97.497380 
73004,128053940,31888,49.442,0.012,35.152297,-97.844118 
73005,399764843,1602212,154.350,0.619,35.051308,-98.240141 
73006,453945068,2555081,175.269,0.987,34.906219,-98.400220 
73007,105640128,577192,40.788,0.223,35.685355,-97.327459 
73008,20189552,1488124,7.795,0.575,35.513888,-97.647993 
73009,206537750,1246474,79.745,0.481,35.286344,-98.372836 
73010,468550903,2929083,180.909,1.131,35.111365,-97.679215 
73011,134561460,946270,51.954,0.365,34.847842,-97.746577 
73012,92491913,272545,35.711,0.105,35.667234,-97.593657 
73013,75840186,1014557,29.282,0.392,35.618788,-97.484375 
73014,382490032,1916667,147.680,0.740,35.587533,-98.145189 
73015,567549994,2946966,219.132,1.138,35.083633,-98.594435 
73016,164625828,1882622,63.562,0.727,35.802067,-97.687445 
73017,197308898,976167,76.181,0.377,34.925446,-98.095413 
73018,407987754,424889,157.525,0.164,35.051452,-97.940504 
73019,505497,0,0.195,0.000,35.206058,-97.443580 
73020,156636693,172538,60.478,0.067,35.458810,-97.262802 
73021,166517937,605475,64.293,0.234,35.345111,-98.663738 
73024,116136364,167428,44.841,0.065,35.358544,-98.797830 
73025,136325075,202672,52.635,0.078,35.733957,-97.577310 
73026,277320136,24030008,107.074,9.278,35.240460,-97.275732 
73027,208822540,3589658,80.627,1.386,35.978178,-97.251982 
73028,375750610,2291169,145.078,0.885,35.977961,-97.631503 
73029,128157124,286648,49.482,0.111,34.905404,-98.206268 
73030,494034396,5380484,190.748,2.077,34.466145,-97.164542 
73032,5270525,80932,2.035,0.031,34.398366,-97.047749 
73033,16955915,0,6.547,0.000,35.314385,-98.546625 
73034,140302402,6492624,54.171,2.507,35.703414,-97.434052 
73036,474828893,3050872,183.332,1.178,35.509391,-97.959769 
73038,387204129,15980278,149.500,6.170,35.124510,-98.451311 
73040,606446654,1405812,234.150,0.543,35.645563,-98.375225 
73041,271478442,1392823,104.818,0.538,35.042288,-98.876115 
73042,275681457,686880,106.441,0.265,35.222848,-98.247001 
73043,49669103,752,19.177,0.000,35.734241,-98.403655 
73044,681550335,6492892,263.148,2.507,35.859563,-97.422527 
73045,171437958,1929063,66.193,0.745,35.514271,-97.150530 
73047,391348165,1839515,151.100,0.710,35.456816,-98.315115 
73048,484572093,787636,187.094,0.304,35.496580,-98.546273 
73049,158884211,1474905,61.346,0.569,35.587212,-97.313952 
73050,4159436,0,1.606,0.000,35.938697,-97.263815 
73051,332180019,4596018,128.255,1.775,35.031807,-97.246363 
73052,533413416,5830147,205.952,2.251,34.833535,-97.589045 
73053,194715811,1194358,75.180,0.461,35.355908,-98.412145 
73054,236732367,430051,91.403,0.166,35.671555,-97.190309 
73055,655507999,16495398,253.093,6.369,34.643824,-97.910716 
73056,293315046,713904,113.250,0.276,36.176938,-97.626209 
73057,227321858,4478105,87.769,1.729,34.831002,-97.428630 
73058,106614401,758341,41.164,0.293,35.815567,-97.220104 
73059,434687374,1338127,167.834,0.517,35.311705,-98.046390 
73061,291090470,12708938,112.391,4.907,36.355132,-97.005557 
73062,650867718,3214670,251.301,1.241,35.046247,-98.740922 
73063,277982552,652097,107.330,0.252,36.052707,-97.425008 
73064,130911010,2831505,50.545,1.093,35.368764,-97.746556 
73065,132776128,2621708,51.265,1.012,35.255216,-97.610156 
73066,2153063,0,0.831,0.000,35.500215,-97.327478 
73067,323675096,1773975,124.972,0.685,34.911077,-97.907103 
73068,163180886,1909434,63.004,0.737,35.138630,-97.291608 
73069,41018010,571271,15.837,0.221,35.249662,-97.462408 
73071,63134138,1355878,24.376,0.524,35.238349,-97.411896 
73072,136436918,2672277,52.679,1.032,35.211352,-97.500882 
73073,299895511,476196,115.790,0.184,36.151761,-97.415610 
73074,103083740,1754639,39.801,0.677,34.833387,-97.274101 
73075,355966600,7844040,137.439,3.029,34.748808,-97.232285 
73077,698113030,4941963,269.543,1.908,36.306134,-97.266383 
73078,170219457,2141593,65.722,0.827,35.674850,-97.753510 
73079,194280611,293126,75.012,0.113,35.210934,-98.012001 
73080,280536529,5553425,108.316,2.144,34.994900,-97.479873 
73082,394204384,3170615,152.203,1.224,34.776197,-97.902110 
