GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG 
21531,160031250,2472013,61.788,0.954,39.643087,-79.428015 
21532,201553321,491001,77.820,0.190,39.649077,-78.984732 
21536,257788072,251375,99.533,0.097,39.656960,-79.165566 
21538,46290943,530738,17.873,0.205,39.409932,-79.224290 
21539,89834924,70081,34.685,0.027,39.560372,-78.949676 
21540,698921,110414,0.270,0.043,39.478153,-79.062454 
21541,68144217,3219612,26.311,1.243,39.541470,-79.380323 
21542,1776306,0,0.686,0.000,39.596095,-78.949987 
21543,3524899,868,1.361,0.000,39.655269,-78.959991 
21545,37235229,21106,14.377,0.008,39.704066,-78.854521 
21550,526787233,6821175,203.394,2.634,39.389381,-79.390745 
21555,274433096,5878349,105.959,2.270,39.575204,-78.562497 
21557,69763710,1235241,26.936,0.477,39.536233,-78.922790 
21561,240093351,8623575,92.701,3.330,39.491571,-79.194401 
21562,75049497,491689,28.977,0.190,39.513963,-79.040470 
21601,283350908,53718468,109.402,20.741,38.793650,-76.081602 
21607,47398374,0,18.301,0.000,39.132714,-75.854207 
21610,4580669,3630902,1.769,1.402,39.367115,-76.072496 
21612,14905347,16436674,5.755,6.346,38.751513,-76.275426 
21613,402571312,103612353,155.434,40.005,38.502789,-76.078875 
21617,283201526,23067311,109.345,8.906,39.049357,-76.044545 
21619,24008139,25544797,9.270,9.863,38.942447,-76.265742 
21620,302551846,43718206,116.816,16.880,39.200177,-76.097912 
21622,140637912,32322447,54.301,12.480,38.414465,-76.159253 
21623,97175541,1918122,37.520,0.741,39.124035,-75.966748 
21624,2862470,6179574,1.105,2.386,38.844673,-76.269891 
21625,108031083,1489262,41.711,0.575,38.873205,-75.996027 
21626,75270418,8398918,29.062,3.243,38.341359,-76.098361 
21627,3633349,525538,1.403,0.203,38.233028,-76.046336 
21628,2733841,519444,1.056,0.201,39.233174,-75.922050 
21629,214654156,6360180,82.878,2.456,38.858672,-75.825079 
21631,67543883,10718146,26.079,4.138,38.582391,-75.938981 
21632,191917957,1299829,74.100,0.502,38.731398,-75.772428 
21634,12191911,20814645,4.707,8.037,38.292164,-76.199153 
21635,79647640,4063543,30.752,1.569,39.334791,-75.846625 
21636,57207202,157671,22.088,0.061,39.025292,-75.802806 
21638,25319017,14315248,9.776,5.527,38.940201,-76.207604 
21639,85024521,341759,32.828,0.132,38.958732,-75.782499 
21640,71611927,185174,27.650,0.071,39.068141,-75.820948 
21641,226770,12435,0.088,0.005,38.917919,-75.940213 
21643,123383317,5326111,47.639,2.056,38.645582,-75.869896 
21644,11140680,0,4.301,0.000,39.112428,-75.873521 
21645,98640928,7809407,38.085,3.015,39.315819,-75.956165 
21647,8550555,1633576,3.301,0.631,38.812385,-76.283079 
21648,45632504,10852818,17.619,4.190,38.485356,-76.239330 
21649,44118050,24292,17.034,0.009,39.132893,-75.770684 
21650,28676905,135772,11.072,0.052,39.314376,-75.817023 
21651,100846340,1990939,38.937,0.769,39.256085,-75.851523 
21652,1552330,2728352,0.599,1.053,38.703188,-76.274135 
21653,450131,123701,0.174,0.048,38.750464,-76.179733 
21654,28411695,9892903,10.970,3.820,38.688756,-76.127833 
21655,137288013,8645388,53.007,3.338,38.744968,-75.912768 
21657,64469263,44319,24.892,0.017,38.968741,-75.986162 
21658,101984609,18610285,39.376,7.185,38.945576,-76.143257 
21659,124231539,3349070,47.966,1.293,38.589881,-75.767427 
21660,85688934,384415,33.085,0.148,38.955750,-75.890107 
21661,83958406,56941936,32.417,21.985,39.096121,-76.219488 
21662,20686122,14697511,7.987,5.675,38.710588,-76.208346 
21663,31660419,17343607,12.224,6.696,38.788286,-76.228656 
21664,1121671,69471,0.433,0.027,38.607081,-75.944694 
21665,10578753,12869129,4.084,4.969,38.751800,-76.332597 
21666,56665254,28350610,21.879,10.946,38.940139,-76.335790 
21667,15242714,1468373,5.885,0.567,39.350621,-76.042108 
21668,128608015,69190,49.656,0.027,39.191191,-75.853000 
21669,32129916,16008340,12.405,6.181,38.460081,-76.285161 
21671,5472622,8925144,2.113,3.446,38.695574,-76.335128 
21672,24966395,7552146,9.640,2.916,38.271699,-76.052704 
21673,133831163,43105236,51.673,16.643,38.642285,-76.043492 
21675,8431831,1929985,3.256,0.745,38.288979,-76.089600 
21676,16266580,20862852,6.281,8.055,38.773206,-76.353189 
21677,24178724,6875314,9.335,2.655,38.472182,-76.173844 
21678,97314062,12588969,37.573,4.861,39.309161,-76.098792 
21679,23175641,890864,8.948,0.344,38.920478,-76.094115 
21701,100831741,1701263,38.931,0.657,39.443557,-77.332934 
21702,104631944,282958,40.399,0.109,39.479136,-77.442989 
21703,86138781,106638,33.258,0.041,39.367031,-77.473482 
21704,67769738,547467,26.166,0.211,39.354881,-77.375900 
21705,61289,0,0.024,0.000,39.408860,-77.410008 
21710,66188947,1147931,25.556,0.443,39.307996,-77.432009 
21711,61783120,1768550,23.855,0.683,39.668396,-78.019569 
21713,109396747,158956,42.238,0.061,39.529683,-77.675671 
21714,74856,0,0.029,0.000,39.419295,-77.504419 
21716,8355847,1745954,3.226,0.674,39.314453,-77.620019 
21717,944626,10584,0.365,0.004,39.338668,-77.437040 
21718,1175758,10426,0.454,0.004,39.393497,-77.627788 
21719,8705490,68393,3.361,0.026,39.707956,-77.494228 
21722,153716562,3368083,59.350,1.300,39.662050,-77.919911 
21723,7900647,82192,3.050,0.032,39.329107,-77.002611 
21727,82865973,531563,31.995,0.205,39.688620,-77.329249 
21733,15655015,0,6.044,0.000,39.549303,-77.758487 
21734,585227,0,0.226,0.000,39.607817,-77.707835 
21737,13174166,139115,5.087,0.054,39.248260,-77.027125 
21738,18835007,104336,7.272,0.040,39.279844,-77.026706 
21740,180892011,758494,69.843,0.293,39.631901,-77.743885 
21742,130700073,73363,50.464,0.028,39.678219,-77.652720 
21746,932544,0,0.360,0.000,39.565064,-77.711467 
21750,156367847,4205421,60.374,1.624,39.662262,-78.235975 
21754,61439633,105852,23.722,0.041,39.332115,-77.316212 
21755,89208785,1625709,34.444,0.628,39.359655,-77.568128 
21756,54100397,28102,20.888,0.011,39.462722,-77.704030 
21757,97513915,199033,37.650,0.077,39.593861,-77.258139 
21758,84023216,6270060,32.442,2.421,39.353205,-77.656813 
21762,952883,0,0.368,0.000,39.480830,-77.247089 
21766,97905200,2256759,37.801,0.871,39.670471,-78.387890 
21767,737108,0,0.285,0.000,39.697132,-77.747473 
21769,105648383,746770,40.791,0.288,39.442449,-77.568921 
21770,28592203,26253,11.040,0.010,39.350189,-77.256240 
21771,220324667,442882,85.068,0.171,39.394652,-77.163984 
21773,100282008,220476,38.719,0.085,39.542655,-77.551543 
21774,37289770,668031,14.398,0.258,39.410304,-77.268909 
21776,91193860,299381,35.210,0.116,39.517975,-77.099688 
21777,5656707,2131267,2.184,0.823,39.271310,-77.519376 
21778,45405088,960347,17.531,0.371,39.615806,-77.328421 
21779,23210302,0,8.962,0.000,39.426819,-77.651635 
21780,58241148,39449,22.487,0.015,39.677417,-77.465582 
21781,656098,0,0.253,0.000,39.571073,-77.759648 
21782,77594047,5574492,29.959,2.152,39.456826,-77.762369 
21783,116294506,140918,44.902,0.054,39.651841,-77.553573 
21784,149010938,5264201,57.533,2.033,39.401084,-76.973736 
21787,148900400,629898,57.491,0.243,39.677630,-77.172591 
21788,172905898,1371928,66.759,0.530,39.589979,-77.413861 
21790,10146390,34788,3.918,0.013,39.260865,-77.484901 
21791,127672413,204243,49.295,0.079,39.533053,-77.188560 
21793,52852359,22107,20.406,0.009,39.493618,-77.344122 
21794,22615910,84882,8.732,0.033,39.298422,-76.966129 
21795,78226835,4404047,30.204,1.700,39.580609,-77.823698 
21797,112103679,602119,43.283,0.232,39.328183,-77.071411 
21798,42848054,130672,16.544,0.050,39.536366,-77.302027 
21801,109556862,3757659,42.300,1.451,38.380073,-75.637040 
21802,136026,0,0.053,0.000,38.344771,-75.582696 
21804,192404210,1393283,74.288,0.538,38.314082,-75.532106 
21810,25003385,289822,9.654,0.112,38.299722,-75.707114 
21811,260741829,32251540,100.673,12.452,38.318877,-75.216741 
21813,64254725,18168282,24.809,7.015,38.424217,-75.155464 
21814,9597261,7762404,3.706,2.997,38.293076,-75.899296 
21817,37920593,10163380,14.641,3.924,37.981025,-75.836069 
21821,28292944,12589441,10.924,4.861,38.164595,-75.916660 
21822,73145108,2285430,28.241,0.882,38.280813,-75.636084 
21824,5692310,1189430,2.198,0.459,37.980774,-76.036546 
21826,11531106,165880,4.452,0.064,38.316950,-75.626463 
21829,47170989,5926780,18.213,2.288,38.097659,-75.371456 
21830,81111316,2294776,31.317,0.886,38.402166,-75.737946 
21835,20827544,340679,8.042,0.132,38.531887,-75.948459 
21837,115026484,8454032,44.412,3.264,38.454586,-75.766294 
21838,138437044,18580312,53.451,7.174,38.017906,-75.737920 
21840,13555316,19331010,5.234,7.464,38.248736,-75.900009 
21841,79837184,2394947,30.825,0.925,38.246944,-75.295806 
21842,23021880,17206694,8.889,6.644,38.350536,-75.128880 
21849,90014459,340865,34.755,0.132,38.377348,-75.462118 
21850,80611616,180163,31.124,0.070,38.361731,-75.397078 
21851,273836729,5198670,105.729,2.007,38.079869,-75.542444 
21853,308201902,25988744,118.997,10.034,38.203540,-75.720887 
21856,90719303,9021186,35.027,3.483,38.330729,-75.794885 
21861,6784932,1262862,2.620,0.488,38.536440,-75.727352 
21862,3342321,5474,1.290,0.002,38.398054,-75.226142 
21863,300061723,9781545,115.854,3.777,38.187913,-75.399041 
21864,55087702,6539890,21.269,2.525,38.031572,-75.405812 
21865,41813586,10319143,16.144,3.984,38.287338,-75.841179 
21866,318387,0,0.123,0.000,37.967128,-76.021365 
21867,709891,0,0.274,0.000,38.109665,-75.793678 
21869,245571912,34322671,94.816,13.252,38.438227,-75.896268 
21871,175568003,17958885,67.787,6.934,38.093785,-75.735688 
21872,46808313,216712,18.073,0.084,38.415130,-75.299260 
21874,69259770,111701,26.741,0.043,38.391283,-75.351965 
21875,60787872,93915,23.470,0.036,38.439999,-75.544695 
21890,342406,1649,0.132,0.001,38.157317,-75.704343 
21901,127394140,8416074,49.187,3.249,39.585403,-75.958964 
21902,2083345,0,0.804,0.000,39.551971,-76.063147 
21903,31403157,246433,12.125,0.095,39.573438,-76.039062 
21904,61602485,6535336,23.785,2.523,39.615490,-76.067988 
21911,96343010,683042,37.198,0.264,39.695338,-76.032376 
21912,81639037,3624244,31.521,1.399,39.419414,-75.818631 
21913,1200103,0,0.463,0.000,39.404509,-75.867609 
21914,1924479,477175,0.743,0.184,39.572339,-75.978486 
21915,65596700,12193515,25.327,4.708,39.496147,-75.848168 
21916,235333,0,0.091,0.000,39.641288,-75.861562 
21917,20264266,146461,7.824,0.057,39.671632,-76.097397 
21918,45741415,6628335,17.661,2.559,39.678193,-76.175883 
21919,112757379,22553477,43.536,8.708,39.418555,-75.933718 
21920,1290328,0,0.498,0.000,39.657498,-75.828326 
21921,244960305,14086918,94.580,5.439,39.627145,-75.859891 
21930,1907030,186921,0.736,0.072,39.375660,-75.887993 
22003,32241100,136799,12.448,0.053,38.829817,-77.215318 
22015,21701625,231461,8.379,0.089,38.787813,-77.278978 
22025,17637453,428337,6.810,0.165,38.597728,-77.339458 
22026,20888619,4143752,8.065,1.600,38.560041,-77.296214 
22027,1677000,200,0.647,0.000,38.894853,-77.223048 
22030,48886831,244142,18.875,0.094,38.837185,-77.340480 
22031,17676037,134967,6.825,0.052,38.858916,-77.260258 
22032,19180091,236783,7.405,0.091,38.817797,-77.290205 
22033,19633839,177577,7.581,0.069,38.875218,-77.384713 
22035,448650,11929,0.173,0.005,38.854725,-77.356983 
22039,61194894,2267914,23.627,0.876,38.755963,-77.314172 
22041,7226545,348991,2.790,0.135,38.849321,-77.141472 
22042,17104947,116635,6.604,0.045,38.865024,-77.197125 
22043,12331469,15689,4.761,0.006,38.900858,-77.195880 
22044,5663130,233185,2.187,0.090,38.862044,-77.154372 
22046,7308204,6,2.822,0.000,38.886334,-77.180975 
22060,33722410,4564990,13.020,1.763,38.693555,-77.153213 
22066,69865498,629862,26.975,0.243,39.012385,-77.301968 
22079,75735556,17109591,29.242,6.606,38.674606,-77.209739 
22101,35326020,114883,13.639,0.044,38.940203,-77.164882 
22102,27139886,169422,10.479,0.065,38.950950,-77.229544 
22124,26253243,215644,10.136,0.083,38.894871,-77.329515 
22125,391710,46338,0.151,0.018,38.681862,-77.262490 
22134,61318802,3954068,23.675,1.527,38.521689,-77.385058 
22150,19461742,126172,7.514,0.049,38.772863,-77.186523 
22151,13225040,414903,5.106,0.160,38.804093,-77.207804 
22152,15425641,120955,5.956,0.047,38.774493,-77.232029 
22153,23000317,434051,8.880,0.168,38.744969,-77.235640 
22172,32696416,437320,12.624,0.169,38.565029,-77.370407 
22180,15041126,17193,5.807,0.007,38.895439,-77.256133 
22181,14745663,67715,5.693,0.026,38.906651,-77.293388 
22182,30478756,138516,11.768,0.053,38.938421,-77.275520 
22185,166961,0,0.064,0.000,38.874605,-77.304029 
22191,40949467,12299425,15.811,4.749,38.622914,-77.262938 
22192,48026518,1862345,18.543,0.719,38.683699,-77.314673 
22193,45787625,71700,17.679,0.028,38.644195,-77.352000 
22201,6055810,0,2.338,0.000,38.886565,-77.095231 
22202,10026580,237830,3.871,0.092,38.856868,-77.051492 
22203,3973126,0,1.534,0.000,38.873718,-77.117325 
22204,10662313,0,4.117,0.000,38.860791,-77.098972 
22205,7010635,0,2.707,0.000,38.883501,-77.139537 
22206,5287553,5728,2.042,0.002,38.843919,-77.089398 
22207,16708976,3491,6.451,0.001,38.906665,-77.124238 
22209,1554207,0,0.600,0.000,38.895023,-77.075464 
22211,4525011,0,1.747,0.000,38.880110,-77.070778 
22213,1506754,0,0.582,0.000,38.895087,-77.162511 
22214,104301,0,0.040,0.000,38.868818,-77.073967 
22301,3625534,0,1.400,0.000,38.819893,-77.059582 
22302,5826687,6250,2.250,0.002,38.827888,-77.083132 
22303,3757993,112083,1.451,0.043,38.794380,-77.078837 
22304,12005792,237131,4.635,0.092,38.813169,-77.112139 
22305,3478085,168662,1.343,0.065,38.836463,-77.062098 
22306,18754459,194128,7.241,0.075,38.755738,-77.097779 
22307,7519040,2244062,2.903,0.866,38.771996,-77.057275 
22308,11638230,1048690,4.494,0.405,38.733509,-77.061076 
22309,19511697,2186755,7.534,0.844,38.720336,-77.106155 
22310,18571629,35307,7.171,0.014,38.784071,-77.122823 
22311,3985449,15873,1.539,0.006,38.833620,-77.125462 
22312,13898595,97271,5.366,0.038,38.815789,-77.154271 
22314,9873149,673644,3.812,0.260,38.806853,-77.056374 
22315,14152379,409333,5.464,0.158,38.758337,-77.151192 
22401,27042222,178255,10.441,0.069,38.299272,-77.486658 
22405,136593066,5043094,52.739,1.947,38.313604,-77.403928 
22406,188103063,3561071,72.627,1.375,38.399766,-77.547312 
22407,146861315,3496591,56.703,1.350,38.283474,-77.575684 
22408,118921136,2336597,45.916,0.902,38.220271,-77.443653 
22427,394660505,4235728,152.379,1.635,38.093146,-77.271122 
22432,10708389,1993988,4.135,0.770,37.869524,-76.342347 
22433,10856271,35016,4.192,0.014,38.367057,-77.859386 
22435,66155955,4515556,25.543,1.743,37.966791,-76.572106 
22436,73924512,344301,28.542,0.133,38.084168,-77.117456 
22437,107388488,8797204,41.463,3.397,37.786258,-76.803286 
22438,107460648,13077001,41.491,5.049,38.041022,-76.980741 
22443,158002201,15775441,61.005,6.091,38.169514,-76.986805 
22448,10893049,1444004,4.206,0.558,38.336332,-77.028442 
22454,105293251,15703311,40.654,6.063,37.844032,-76.833646 
22460,149367361,13636276,57.671,5.265,37.869283,-76.607359 
22469,80671438,7925890,31.147,3.060,38.082265,-76.650303 
22473,291453270,27001179,112.531,10.425,37.887476,-76.420749 
22476,45373260,955098,17.519,0.369,38.051097,-77.072623 
22480,6619438,844893,2.556,0.326,37.662536,-76.412242 
22482,78884861,18650697,30.458,7.201,37.735631,-76.346113 
22485,454862249,19587820,175.623,7.563,38.277049,-77.162769 
22488,70279271,7341741,27.135,2.835,38.049455,-76.587481 
22503,227900713,71209084,87.993,27.494,37.750474,-76.515326 
22504,23504107,8031782,9.075,3.101,37.768923,-76.720680 
22508,143468751,2641693,55.394,1.020,38.313187,-77.798472 
22509,29726067,7919957,11.477,3.058,38.120518,-77.079949 
22511,36563995,12081327,14.117,4.665,37.991033,-76.504028 
22514,225429143,3129769,87.039,1.208,38.008001,-77.329380 
22520,236923498,30047495,91.477,11.601,38.121783,-76.803458 
22529,28586253,11815,11.037,0.005,38.011551,-76.689548 
22530,3896614,1444906,1.504,0.558,37.897826,-76.293047 
22534,87903712,287988,33.940,0.111,38.077216,-77.672105 
22535,24817319,5220493,9.582,2.016,38.154753,-77.162537 
22538,34307562,3344455,13.246,1.291,38.192176,-77.262184 
22539,44103476,14120758,17.028,5.452,37.860613,-76.286036 
22542,53523493,137066,20.666,0.053,38.293517,-77.880863 
22546,420366248,4815932,162.304,1.859,37.942668,-77.448666 
22548,2588677,5073773,0.999,1.959,37.815803,-76.704785 
22551,450196240,7596970,173.822,2.933,38.169838,-77.700023 
22553,115591109,3206464,44.630,1.238,38.271202,-77.649295 
22554,171866029,15513922,66.358,5.990,38.427352,-77.367672 
22556,81801666,877766,31.584,0.339,38.468925,-77.515244 
22560,236155809,20308620,91.180,7.841,37.915850,-76.961086 
22567,122492853,199534,47.295,0.077,38.237857,-77.927575 
22572,358655930,45682276,138.478,17.638,37.965301,-76.771067 
22576,28533033,15599294,11.017,6.023,37.671046,-76.455700 
22578,48129342,54025187,18.583,20.859,37.636571,-76.356134 
22579,2176897,1252421,0.841,0.484,37.795598,-76.314938 
22580,232525581,2201034,89.779,0.850,38.109182,-77.445683 
22601,25567414,53195,9.872,0.021,39.174468,-78.173406 
22602,285529010,1129663,110.243,0.436,39.144249,-78.284807 
22603,253909879,915897,98.035,0.354,39.269354,-78.213270 
22610,133716770,1981409,51.628,0.765,38.824656,-78.279143 
22611,209278102,1467314,80.803,0.567,39.168882,-77.984613 
22620,118489207,2639605,45.749,1.019,39.068186,-78.032279 
22623,3144303,877,1.214,0.000,38.848927,-78.140664 
22624,49947674,181724,19.285,0.070,39.269784,-78.091841 
22625,113500449,764483,43.823,0.295,39.376805,-78.309326 
22627,84943737,310576,32.797,0.120,38.757918,-78.144569 
22630,338195591,5534504,130.578,2.137,38.930914,-78.176480 
22637,115348166,864608,44.536,0.334,39.256917,-78.352305 
22639,48357436,425750,18.671,0.164,38.813779,-78.019064 
22640,61128180,156166,23.602,0.060,38.811028,-78.140570 
22641,17342789,34839,6.696,0.013,39.085460,-78.385706 
22642,132263864,503425,51.067,0.194,38.946949,-78.012043 
22643,14866755,24129,5.740,0.009,38.885375,-77.983519 
22644,97286030,457052,37.562,0.176,38.949772,-78.486478 
22645,92370436,938884,35.664,0.363,39.019181,-78.274706 
22646,5090174,3964,1.965,0.002,39.072518,-78.050929 
22650,74302824,1318432,28.688,0.509,38.765084,-78.364632 
22652,182050455,784092,70.290,0.303,38.840091,-78.431748 
22654,160178402,133227,61.845,0.051,38.988131,-78.572400 
22655,91141702,347287,35.190,0.134,39.068321,-78.209535 
22656,21715060,145098,8.384,0.056,39.219255,-78.089345 
22657,160395719,2337575,61.929,0.903,39.002622,-78.376111 
22660,23793449,384508,9.187,0.148,38.944124,-78.431478 
22663,57173048,222581,22.075,0.086,39.052545,-78.112320 
22664,129462158,2011691,49.986,0.777,38.888919,-78.532453 
22701,423258536,3490157,163.421,1.348,38.438777,-77.996261 
22709,33328657,101141,12.868,0.039,38.328731,-78.213737 
22711,5977553,3385,2.308,0.001,38.467129,-78.274978 
22712,93810456,514829,36.220,0.199,38.564008,-77.757247 
22713,69029978,254302,26.653,0.098,38.560716,-78.118816 
22714,57820758,531264,22.325,0.205,38.519671,-77.895419 
22715,23490589,68989,9.070,0.027,38.413954,-78.184695 
22716,64789149,360317,25.015,0.139,38.629990,-78.103016 
22718,63588350,475254,24.552,0.183,38.477181,-77.827460 
22719,52720563,40773,20.356,0.016,38.534889,-78.281252 
22720,53530654,291340,20.668,0.112,38.474956,-77.644107 
22722,9112554,17736,3.518,0.007,38.466250,-78.227059 
22723,11045502,61395,4.265,0.024,38.334605,-78.380361 
22724,54642744,418739,21.098,0.162,38.614645,-77.893981 
22726,40835667,423573,15.767,0.164,38.398200,-77.816535 
22727,261946751,1102343,101.138,0.426,38.407594,-78.295292 
22728,117163678,609626,45.237,0.235,38.596544,-77.675692 
22729,14315687,140219,5.527,0.054,38.374194,-78.017758 
22730,8806334,58578,3.400,0.023,38.374423,-78.158460 
22731,2296849,0,0.887,0.000,38.336564,-78.257331 
22732,4379734,0,1.691,0.000,38.314630,-78.189884 
22733,122983957,731321,47.484,0.282,38.333260,-78.046145 
22734,77808229,856977,30.042,0.331,38.526180,-77.794566 
22735,85970947,318774,33.194,0.123,38.476865,-78.174258 
22736,74649152,998975,28.822,0.386,38.398165,-77.704567 
22737,104357431,1070304,40.293,0.413,38.580891,-78.014120 
22738,69931389,513364,27.001,0.198,38.293931,-78.280931 
22740,204491075,168422,78.954,0.065,38.645690,-78.286953 
22741,21519032,143178,8.309,0.055,38.426443,-77.868389 
22742,57396252,394692,22.161,0.152,38.466332,-77.715072 
22743,157582827,36365,60.843,0.014,38.540055,-78.381420 
22747,100494961,368346,38.801,0.142,38.709056,-78.165674 
22749,49851483,178385,19.248,0.069,38.619655,-78.180235 
22801,84094450,324393,32.469,0.125,38.403645,-78.875125 
22802,234373334,519431,90.492,0.201,38.494378,-78.863123 
22807,1122566,36858,0.433,0.014,38.433970,-78.867870 
22810,64606969,249883,24.945,0.096,38.827091,-78.796534 
22811,82037188,78248,31.675,0.030,38.811318,-78.992036 
22812,111492034,1241966,43.047,0.480,38.378179,-79.027051 
22815,186178618,567402,71.884,0.219,38.712509,-78.841209 
22820,58277405,89175,22.501,0.034,38.704836,-79.019048 
22821,211780575,771953,81.769,0.298,38.480717,-79.128767 
22824,222737668,1427351,85.999,0.551,38.836074,-78.631822 
22827,353199219,2405298,136.371,0.929,38.410693,-78.596440 
22830,291501871,753083,112.550,0.291,38.667260,-78.975031 
22831,157043460,687255,60.635,0.265,38.576502,-79.076242 
22832,63175578,66607,24.392,0.026,38.454916,-78.759702 
22834,46022971,130564,17.770,0.050,38.559256,-78.860046 
22835,390185395,4488154,150.651,1.733,38.669963,-78.453689 
22840,68310139,502612,26.375,0.194,38.425444,-78.722824 
22841,80967446,1068564,31.262,0.413,38.341793,-78.892489 
22842,187682389,850238,72.465,0.328,38.778048,-78.699661 
22843,293153181,1084464,113.187,0.419,38.387148,-79.142634 
22844,125608134,866644,48.498,0.335,38.655841,-78.661856 
22845,3422513,3920,1.321,0.002,38.786332,-78.816400 
22846,28806459,72664,11.122,0.028,38.389348,-78.786240 
22847,53766271,131746,20.759,0.051,38.730637,-78.717385 
22849,121687587,1919800,46.984,0.741,38.525324,-78.629627 
22850,31198724,39230,12.046,0.015,38.559676,-78.924344 
22851,142923448,762999,55.183,0.295,38.563053,-78.512907 
22853,94479726,595576,36.479,0.230,38.651705,-78.758708 
22901,135067937,2582296,52.150,0.997,38.087705,-78.552744 
22902,162601376,955505,62.781,0.369,37.910276,-78.522120 
22903,195943281,1142381,75.654,0.441,38.006972,-78.595060 
22904,1664047,3990,0.642,0.002,38.031957,-78.524030 
22911,132249466,1478205,51.062,0.571,38.097005,-78.410147 
22920,195965131,324848,75.663,0.125,37.968790,-78.805505 
22922,130983461,1001309,50.573,0.387,37.693701,-78.921765 
22923,130297384,493300,50.308,0.190,38.189313,-78.316680 
22931,47055900,73730,18.168,0.028,37.898913,-78.727451 
22932,280653542,842112,108.361,0.325,38.147507,-78.696458 
22935,55746797,194790,21.524,0.075,38.253952,-78.562665 
22936,94359992,1735277,36.433,0.670,38.159998,-78.499128 
22937,118302713,971174,45.677,0.375,37.797229,-78.619207 
22938,109965358,333182,42.458,0.129,37.865862,-78.794527 
22939,43265338,230336,16.705,0.089,38.105779,-78.974031 
22940,81426701,382797,31.439,0.148,38.159742,-78.556161 
22942,289411748,2022410,111.743,0.781,38.101443,-78.202129 
22943,14713928,83442,5.681,0.032,38.040171,-78.778343 
22946,11124098,9820,4.295,0.004,37.858585,-78.571382 
22947,113153508,625444,43.689,0.241,38.043989,-78.324721 
22948,14741720,295893,5.692,0.114,38.363165,-78.128968 
22949,95284625,30167,36.790,0.012,37.789079,-78.883440 
22952,127265607,558735,49.138,0.216,37.963562,-78.962741 
22958,75240122,203899,29.050,0.079,37.892769,-78.894292 
22959,100640163,178549,38.857,0.069,37.937275,-78.656588 
22960,332233889,5244822,128.276,2.025,38.219183,-78.072698 
22963,315215832,4153992,121.706,1.604,37.848104,-78.305112 
22964,19312046,151656,7.456,0.059,37.711767,-78.975773 
22967,202023019,639420,78.002,0.247,37.797305,-79.014082 
22968,99847646,734263,38.551,0.284,38.240602,-78.400888 
22969,113122808,387107,43.677,0.149,37.797482,-78.693383 
22971,139208780,281330,53.749,0.109,37.745121,-78.793177 
22972,37027858,186997,14.297,0.072,38.215776,-78.230285 
22973,264948144,792573,102.297,0.306,38.335895,-78.478685 
22974,104482863,1053629,40.341,0.407,37.972582,-78.284455 
22976,100185087,320868,38.682,0.124,37.812764,-79.056685 
22980,192522545,1312036,74.333,0.507,38.099858,-78.880549 
22989,3808980,85586,1.471,0.033,38.288665,-78.131074 
23002,672737060,5226407,259.745,2.018,37.351060,-77.967875 
23004,102192674,625007,39.457,0.241,37.688288,-78.399202 
23005,174450478,1396532,67.356,0.539,37.759696,-77.481870 
23009,201252264,2222500,77.704,0.858,37.820938,-77.181166 
23011,56513923,10924491,21.820,4.218,37.477354,-76.812450 
23015,210436503,1529201,81.250,0.590,37.929812,-77.626248 
23021,9263143,3978768,3.577,1.536,37.389948,-76.373522 
23022,67695111,1914674,26.137,0.739,37.731004,-78.263155 
23023,51726793,428601,19.972,0.165,37.768958,-76.963729 
23024,274505240,27334239,105.987,10.554,37.927752,-77.779274 
23025,3365699,454092,1.300,0.175,37.415160,-76.362416 
23027,118073407,575344,45.588,0.222,37.646476,-78.130174 
23030,382703180,55184992,147.763,21.307,37.345958,-77.055314 
23032,44076165,51098,17.018,0.020,37.655782,-76.669215 
23035,38092074,7421249,14.707,2.865,37.489338,-76.390866 
23038,194142020,2530528,74.959,0.977,37.753464,-78.148789 
23039,38355461,1133736,14.809,0.438,37.656565,-77.812465 
23040,381632726,2523455,147.349,0.974,37.501366,-78.251847 
23043,19475815,20482756,7.520,7.908,37.562083,-76.350276 
23045,6293740,1225299,2.430,0.473,37.425348,-76.268808 
23047,122812889,2057304,47.418,0.794,37.843384,-77.473917 
23050,10715038,1217085,4.137,0.470,37.497944,-76.426325 
23055,40184634,799969,15.515,0.309,37.768214,-78.217011 
23056,15442380,10026803,5.962,3.871,37.356480,-76.362611 
23059,118891782,1187470,45.904,0.458,37.702234,-77.574005 
23060,39317947,407024,15.181,0.157,37.659706,-77.533888 
23061,405632951,89985918,156.616,34.744,37.427731,-76.537584 
23062,3734102,5211593,1.442,2.012,37.262931,-76.507489 
23063,259713077,9821664,100.276,3.792,37.712553,-78.006130 
23064,890812,355636,0.344,0.137,37.496862,-76.299383 
23065,56191583,494912,21.696,0.191,37.805959,-77.932428 
23066,5217676,7511509,2.015,2.900,37.495638,-76.286580 
23068,2255611,4183223,0.871,1.615,37.500686,-76.335139 
23069,141224091,2223515,54.527,0.859,37.771537,-77.322377 
23070,7479561,1858538,2.888,0.718,37.552199,-76.388985 
23071,31028195,8796084,11.980,3.396,37.545428,-76.448594 
23072,95221625,85609148,36.765,33.054,37.290444,-76.447790 
23075,11873127,636135,4.584,0.246,37.557879,-77.313138 
23076,9792992,5286427,3.781,2.041,37.478376,-76.300342 
